db_id,SQL,query_toks,query_toks_no_value,question,question_toks,sql,question_id,execution_time
advertising_agencies,"SELECT T1.start_date_time ,  T1.end_date_time ,  T2.client_details ,  T4.staff_details FROM meetings AS T1 JOIN clients AS T2 ON T1.client_id  =  T2.client_id JOIN staff_in_meetings AS T3 ON T1.meeting_id  =  T3.meeting_id JOIN staff AS T4 ON T3.staff_id  =  T4.staff_id","['SELECT', 'T1.start_date_time', ',', 'T1.end_date_time', ',', 'T2.client_details', ',', 'T4.staff_details', 'FROM', 'meetings', 'AS', 'T1', 'JOIN', 'clients', 'AS', 'T2', 'ON', 'T1.client_id', '=', 'T2.client_id', 'JOIN', 'staff_in_meetings', 'AS', 'T3', 'ON', 'T1.meeting_id', '=', 'T3.meeting_id', 'JOIN', 'staff', 'AS', 'T4', 'ON', 'T3.staff_id', '=', 'T4.staff_id']","['select', 't1', '.', 'start_date_time', ',', 't1', '.', 'end_date_time', ',', 't2', '.', 'client_details', ',', 't4', '.', 'staff_details', 'from', 'meetings', 'as', 't1', 'join', 'clients', 'as', 't2', 'on', 't1', '.', 'client_id', '=', 't2', '.', 'client_id', 'join', 'staff_in_meetings', 'as', 't3', 'on', 't1', '.', 'meeting_id', '=', 't3', '.', 'meeting_id', 'join', 'staff', 'as', 't4', 'on', 't3', '.', 'staff_id', '=', 't4', '.', 'staff_id']","What are the start and end times of each meeting, as well as the corresponding client and staff details the attendees?","['What', 'are', 'the', 'start', 'and', 'end', 'times', 'of', 'each', 'meeting', ',', 'as', 'well', 'as', 'the', 'corresponding', 'client', 'and', 'staff', 'details', 'the', 'attendees', '?']","{'from': {'table_units': [['table_unit', 4], ['table_unit', 2], ['table_unit', 6], ['table_unit', 1]], 'conds': [[False, 2, [0, [0, 15, False], None], [0, 6, False], None], 'and', [False, 2, [0, [0, 14, False], None], [0, 26, False], None], 'and', [False, 2, [0, [0, 27, False], None], [0, 3, False], None]]}, 'select': [False, [[0, [0, [0, 19, False], None]], [0, [0, [0, 20, False], None]], [0, [0, [0, 9, False], None]], [0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",2146,1.5751696826720778e-05
district_spokesman,SELECT t1.name FROM district AS t1 JOIN spokesman_district AS t2 ON t1.District_ID  =  t2.District_ID GROUP BY t2.District_ID HAVING count(*)  >  1,"['SELECT', 't1.name', 'FROM', 'district', 'AS', 't1', 'JOIN', 'spokesman_district', 'AS', 't2', 'ON', 't1.District_ID', '=', 't2.District_ID', 'GROUP', 'BY', 't2.District_ID', 'HAVING', 'count', '(', '*', ')', '>', '1']","['select', 't1', '.', 'name', 'from', 'district', 'as', 't1', 'join', 'spokesman_district', 'as', 't2', 'on', 't1', '.', 'district_id', '=', 't2', '.', 'district_id', 'group', 'by', 't2', '.', 'district_id', 'having', 'count', '(', '*', ')', '>', 'value']",Find the names of districts which have more than one spokesman.,"['Find', 'the', 'names', 'of', 'districts', 'which', 'have', 'more', 'than', 'one', 'spokesman', '.']","{'from': {'table_units': [['table_unit', 0], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 14, False], None]]}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [], 'groupBy': [[0, 14, False]], 'having': [[False, 3, [0, [3, 0, False], None], 1.0, None]], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1196,6.953262279487469e-06
book_1,"SELECT T1.title FROM Book AS T1 JOIN Author_book AS T2 ON T1.isbn  =  T2.isbn JOIN Author AS T3 ON T2.Author  =  T3.idAuthor WHERE T3.name LIKE ""%Plato%""","['SELECT', 'T1.title', 'FROM', 'Book', 'AS', 'T1', 'JOIN', 'Author_book', 'AS', 'T2', 'ON', 'T1.isbn', '=', 'T2.isbn', 'JOIN', 'Author', 'AS', 'T3', 'ON', 'T2.Author', '=', 'T3.idAuthor', 'WHERE', 'T3.name', 'LIKE', '``', '%', 'Plato', '%', ""''""]","['select', 't1', '.', 'title', 'from', 'book', 'as', 't1', 'join', 'author_book', 'as', 't2', 'on', 't1', '.', 'isbn', '=', 't2', '.', 'isbn', 'join', 'author', 'as', 't3', 'on', 't2', '.', 'author', '=', 't3', '.', 'idauthor', 'where', 't3', '.', 'name', 'like', 'value']",What are the titles of all books written by an author with a name that contains Plato?,"['What', 'are', 'the', 'titles', 'of', 'all', 'books', 'written', 'by', 'an', 'author', 'with', 'a', 'name', 'that', 'contains', 'Plato', '?']","{'from': {'table_units': [['table_unit', 3], ['table_unit', 4], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 11, False], None], [0, 16, False], None], 'and', [False, 2, [0, [0, 17, False], None], [0, 9, False], None]]}, 'select': [False, [[0, [0, [0, 12, False], None]]]], 'where': [[False, 9, [0, [0, 10, False], None], '""%Plato%""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",582,6.870020620731844e-06
institution_sports,SELECT Stadium FROM institution ORDER BY Capacity DESC,"['SELECT', 'Stadium', 'FROM', 'institution', 'ORDER', 'BY', 'Capacity', 'DESC']","['select', 'stadium', 'from', 'institution', 'order', 'by', 'capacity', 'desc']","Return the stadiums of institutions, ordered by capacity descending.","['Return', 'the', 'stadiums', 'of', 'institutions', ',', 'ordered', 'by', 'capacity', 'descending', '.']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 10, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 11, False], None]]], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1654,7.120726601869771e-06
cre_Doc_and_collections,SELECT Document_Subset_Name FROM Document_Subsets;,"['SELECT', 'Document_Subset_Name', 'FROM', 'Document_Subsets', ';']","['select', 'document_subset_name', 'from', 'document_subsets']",What are the document subset names?,"['What', 'are', 'the', 'document', 'subset', 'names', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",666,7.404910219419334e-06
institution_sports,"SELECT max(Enrollment) ,  min(Enrollment) FROM institution","['SELECT', 'max', '(', 'Enrollment', ')', ',', 'min', '(', 'Enrollment', ')', 'FROM', 'institution']","['select', 'max', '(', 'enrollment', ')', ',', 'min', '(', 'enrollment', ')', 'from', 'institution']",Return the maximum and minimum enrollment across all institutions.,"['Return', 'the', 'maximum', 'and', 'minimum', 'enrollment', 'across', 'all', 'institutions', '.']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[1, [0, [0, 8, False], None]], [2, [0, [0, 8, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1650,5.531636880466131e-06
address_1,"SELECT StuID FROM Student EXCEPT SELECT StuID FROM City AS T1 JOIN Student AS T2 ON T1.city_code  =  T2.city_code WHERE country  =  ""USA""","['SELECT', 'StuID', 'FROM', 'Student', 'EXCEPT', 'SELECT', 'StuID', 'FROM', 'City', 'AS', 'T1', 'JOIN', 'Student', 'AS', 'T2', 'ON', 'T1.city_code', '=', 'T2.city_code', 'WHERE', 'country', '=', '``', 'USA', ""''""]","['select', 'stuid', 'from', 'student', 'except', 'select', 'stuid', 'from', 'city', 'as', 't1', 'join', 'student', 'as', 't2', 'on', 't1', '.', 'city_code', '=', 't2', '.', 'city_code', 'where', 'country', '=', 'value']",What the the student ids for students not living in the USA?,"['What', 'the', 'the', 'student', 'ids', 'for', 'students', 'not', 'living', 'in', 'the', 'USA', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 1, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': {'from': {'table_units': [['table_unit', 2], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 12, False], None], [0, 8, False], None]]}, 'select': [False, [[0, [0, [0, 1, False], None]]]], 'where': [[False, 2, [0, [0, 15, False], None], '""USA""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}}",806,1.7587110491921052e-05
boat_1,"SELECT DISTINCT T2.sid FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid WHERE T1.color  =  'red' OR T1.color  =  ""blue""","['SELECT', 'DISTINCT', 'T2.sid', 'FROM', 'Boats', 'AS', 'T1', 'JOIN', 'Reserves', 'AS', 'T2', 'ON', 'T1.bid', '=', 'T2.bid', 'WHERE', 'T1.color', '=', ""'red"", ""'"", 'OR', 'T1.color', '=', '``', 'blue', ""''""]","['select', 'distinct', 't2', '.', 'sid', 'from', 'boats', 'as', 't1', 'join', 'reserves', 'as', 't2', 'on', 't1', '.', 'bid', '=', 't2', '.', 'bid', 'where', 't1', '.', 'color', '=', 'value', 'or', 't1', '.', 'color', '=', 'value']",What are the sids for sailors who reserved red or blue boats?,"['What', 'are', 'the', 'sids', 'for', 'sailors', 'who', 'reserved', 'red', 'or', 'blue', 'boats', '?']","{'from': {'table_units': [['table_unit', 1], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 5, False], None], [0, 9, False], None]]}, 'select': [True, [[0, [0, [0, 8, False], None]]]], 'where': [[False, 2, [0, [0, 7, False], None], '""red""', None], 'or', [False, 2, [0, [0, 7, False], None], '""blue""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",862,7.041697061122066e-06
car_racing,SELECT count(*) FROM driver WHERE Points  <  150,"['SELECT', 'count', '(', '*', ')', 'FROM', 'driver', 'WHERE', 'Points', '<', '150']","['select', 'count', '(', '*', ')', 'from', 'driver', 'where', 'points', '<', 'value']",How many drivers have points smaller than 150?,"['How', 'many', 'drivers', 'have', 'points', 'smaller', 'than', '150', '?']","{'from': {'table_units': [['table_unit', 2]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 4, [0, [0, 18, False], None], 150.0, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1607,5.857323148203167e-06
tv_shows,"SELECT T3.Transmitter ,  T2.Station_name FROM city_channel_radio AS T1 JOIN city_channel AS T2 ON T1.City_channel_ID  =  T2.ID JOIN radio AS T3 ON T1.Radio_ID  =  T3.Radio_ID ORDER BY T3.ERP_kW DESC","['SELECT', 'T3.Transmitter', ',', 'T2.Station_name', 'FROM', 'city_channel_radio', 'AS', 'T1', 'JOIN', 'city_channel', 'AS', 'T2', 'ON', 'T1.City_channel_ID', '=', 'T2.ID', 'JOIN', 'radio', 'AS', 'T3', 'ON', 'T1.Radio_ID', '=', 'T3.Radio_ID', 'ORDER', 'BY', 'T3.ERP_kW', 'DESC']","['select', 't3', '.', 'transmitter', ',', 't2', '.', 'station_name', 'from', 'city_channel_radio', 'as', 't1', 'join', 'city_channel', 'as', 't2', 'on', 't1', '.', 'city_channel_id', '=', 't2', '.', 'id', 'join', 'radio', 'as', 't3', 'on', 't1', '.', 'radio_id', '=', 't3', '.', 'radio_id', 'order', 'by', 't3', '.', 'erp_kw', 'desc']",Show the transmitters of radios and the station names of the channels they are associated with in descending order of the ERP of the radios.,"['Show', 'the', 'transmitters', 'of', 'radios', 'and', 'the', 'station', 'names', 'of', 'the', 'channels', 'they', 'are', 'associated', 'with', 'in', 'descending', 'order', 'of', 'the', 'ERP', 'of', 'the', 'radios', '.']","{'from': {'table_units': [['table_unit', 3], ['table_unit', 0], ['table_unit', 1]], 'conds': [[False, 2, [0, [0, 18, False], None], [0, 1, False], None], 'and', [False, 2, [0, [0, 19, False], None], [0, 6, False], None]]}, 'select': [False, [[0, [0, [0, 7, False], None]], [0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 12, False], None]]], 'limit': None, 'intersect': None, 'union': None, 'except': None}",148,1.188886829303822e-05
planet_1,SELECT T2.Name FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Recipient  =  T2.AccountNumber ORDER BY T1.Weight DESC LIMIT 1,"['SELECT', 'T2.Name', 'FROM', 'PACKAGE', 'AS', 'T1', 'JOIN', 'Client', 'AS', 'T2', 'ON', 'T1.Recipient', '=', 'T2.AccountNumber', 'ORDER', 'BY', 'T1.Weight', 'DESC', 'LIMIT', '1']","['select', 't2', '.', 'name', 'from', 'package', 'as', 't1', 'join', 'client', 'as', 't2', 'on', 't1', '.', 'recipient', '=', 't2', '.', 'accountnumber', 'order', 'by', 't1', '.', 'weight', 'desc', 'limit', 'value']",What is the name of the client who received the heaviest package?,"['What', 'is', 'the', 'name', 'of', 'the', 'client', 'who', 'received', 'the', 'heaviest', 'package', '?']","{'from': {'table_units': [['table_unit', 5], ['table_unit', 4]], 'conds': [[False, 2, [0, [0, 23, False], None], [0, 16, False], None]]}, 'select': [False, [[0, [0, [0, 17, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 21, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",1856,7.709193118669168e-06
cre_Students_Information_Systems,"select student_id ,  sum(amount_of_loan) from student_loans group by student_id","['select', 'student_id', ',', 'sum', '(', 'amount_of_loan', ')', 'from', 'student_loans', 'group', 'by', 'student_id']","['select', 'student_id', ',', 'sum', '(', 'amount_of_loan', ')', 'from', 'student_loans', 'group', 'by', 'student_id']",How much total loan does each student have ? List the student ids and the amounts .,"['How', 'much', 'total', 'loan', 'does', 'each', 'student', 'have', '?', 'List', 'the', 'student', 'ids', 'and', 'the', 'amounts', '.']","{'from': {'table_units': [['table_unit', 10]], 'conds': []}, 'select': [False, [[0, [0, [0, 29, False], None]], [4, [0, [0, 31, False], None]]]], 'where': [], 'groupBy': [[0, 29, False]], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",501,1.1782403541446635e-05
online_exams,SELECT Exam_Date FROM Exams WHERE Subject_Code LIKE '%data%' ORDER BY Exam_Date DESC,"['SELECT', 'Exam_Date', 'FROM', 'Exams', 'WHERE', 'Subject_Code', 'LIKE', ""'"", '%', 'data', '%', ""'"", 'ORDER', 'BY', 'Exam_Date', 'DESC']","['select', 'exam_date', 'from', 'exams', 'where', 'subject_code', 'like', 'value', 'order', 'by', 'exam_date', 'desc']","What are the dates of the exams whose subject code contains the substring ""data""? Return them in descending order of dates.","['What', 'are', 'the', 'dates', 'of', 'the', 'exams', 'whose', 'subject', 'code', 'contains', 'the', 'substring', '``', 'data', ""''"", '?', 'Return', 'them', 'in', 'descending', 'order', 'of', 'dates', '.']","{'from': {'table_units': [['table_unit', 2]], 'conds': []}, 'select': [False, [[0, [0, [0, 15, False], None]]]], 'where': [[False, 9, [0, [0, 14, False], None], '""%data%""', None]], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 15, False], None]]], 'limit': None, 'intersect': None, 'union': None, 'except': None}",200,7.356949164673234e-06
headphone_store,"SELECT construction ,  avg(price) FROM headphone GROUP BY construction","['SELECT', 'construction', ',', 'avg', '(', 'price', ')', 'FROM', 'headphone', 'GROUP', 'BY', 'construction']","['select', 'construction', ',', 'avg', '(', 'price', ')', 'from', 'headphone', 'group', 'by', 'construction']",Find the average price for each headphone construction.,"['Find', 'the', 'average', 'price', 'for', 'each', 'headphone', 'construction', '.']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]], [5, [0, [0, 7, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",935,8.586242635066461e-06
bakery_1,"SELECT DISTINCT T3.CustomerId FROM goods AS T1 JOIN items AS T2 ON T1.Id  =  T2.Item JOIN receipts AS T3 ON T2.Receipt  =  T3.ReceiptNumber WHERE T1.Flavor  =  ""Lemon"" AND T1.Food  =  ""Cake""","['SELECT', 'DISTINCT', 'T3.CustomerId', 'FROM', 'goods', 'AS', 'T1', 'JOIN', 'items', 'AS', 'T2', 'ON', 'T1.Id', '=', 'T2.Item', 'JOIN', 'receipts', 'AS', 'T3', 'ON', 'T2.Receipt', '=', 'T3.ReceiptNumber', 'WHERE', 'T1.Flavor', '=', '``', 'Lemon', ""''"", 'AND', 'T1.Food', '=', '``', 'Cake', ""''""]","['select', 'distinct', 't3', '.', 'customerid', 'from', 'goods', 'as', 't1', 'join', 'items', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'item', 'join', 'receipts', 'as', 't3', 'on', 't2', '.', 'receipt', '=', 't3', '.', 'receiptnumber', 'where', 't1', '.', 'flavor', '=', 'value', 'and', 't1', '.', 'food', '=', 'value']",List the distinct ids of all customers who bought a cake with lemon flavor?,"['List', 'the', 'distinct', 'ids', 'of', 'all', 'customers', 'who', 'bought', 'a', 'cake', 'with', 'lemon', 'flavor', '?']","{'from': {'table_units': [['table_unit', 1], ['table_unit', 2], ['table_unit', 3]], 'conds': [[False, 2, [0, [0, 4, False], None], [0, 10, False], None], 'and', [False, 2, [0, [0, 8, False], None], [0, 11, False], None]]}, 'select': [True, [[0, [0, [0, 13, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Lemon""', None], 'and', [False, 2, [0, [0, 6, False], None], '""Cake""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1495,0.00010674949523738839
advertising_agencies,"SELECT client_id ,  count(*) FROM Meetings GROUP BY client_id","['SELECT', 'client_id', ',', 'count', '(', '*', ')', 'FROM', 'Meetings', 'GROUP', 'BY', 'client_id']","['select', 'client_id', ',', 'count', '(', '*', ')', 'from', 'meetings', 'group', 'by', 'client_id']",How many meetings are there for each client id?,"['How', 'many', 'meetings', 'are', 'there', 'for', 'each', 'client', 'id', '?']","{'from': {'table_units': [['table_unit', 4]], 'conds': []}, 'select': [False, [[0, [0, [0, 15, False], None]], [3, [0, [0, 0, False], None]]]], 'where': [], 'groupBy': [[0, 15, False]], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",2126,1.0115999671421489e-05
pilot_1,SELECT count(DISTINCT plane_name) FROM pilotskills,"['SELECT', 'count', '(', 'DISTINCT', 'plane_name', ')', 'FROM', 'pilotskills']","['select', 'count', '(', 'distinct', 'plane_name', ')', 'from', 'pilotskills']",Count the number of different plane names across all pilots.,"['Count', 'the', 'number', 'of', 'different', 'plane', 'names', 'across', 'all', 'pilots', '.']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 2, True], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1126,7.292130818552893e-06
e_commerce,"SELECT T1.product_name ,  T1.product_color FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id JOIN Shipment_Items AS T3 ON T2.order_item_id  =  T3.order_item_id JOIN Shipments AS T4 ON T3.shipment_id  =  T4.shipment_id","['SELECT', 'T1.product_name', ',', 'T1.product_color', 'FROM', 'Products', 'AS', 'T1', 'JOIN', 'Order_items', 'AS', 'T2', 'ON', 'T1.product_id', '=', 'T2.product_id', 'JOIN', 'Shipment_Items', 'AS', 'T3', 'ON', 'T2.order_item_id', '=', 'T3.order_item_id', 'JOIN', 'Shipments', 'AS', 'T4', 'ON', 'T3.shipment_id', '=', 'T4.shipment_id']","['select', 't1', '.', 'product_name', ',', 't1', '.', 'product_color', 'from', 'products', 'as', 't1', 'join', 'order_items', 'as', 't2', 'on', 't1', '.', 'product_id', '=', 't2', '.', 'product_id', 'join', 'shipment_items', 'as', 't3', 'on', 't2', '.', 'order_item_id', '=', 't3', '.', 'order_item_id', 'join', 'shipments', 'as', 't4', 'on', 't3', '.', 'shipment_id', '=', 't4', '.', 'shipment_id']",What is the product name and the color of the ordered items which have been shipped?,"['What', 'is', 'the', 'product', 'name', 'and', 'the', 'color', 'of', 'the', 'ordered', 'items', 'which', 'have', 'been', 'shipped', '?']","{'from': {'table_units': [['table_unit', 0], ['table_unit', 5], ['table_unit', 7], ['table_unit', 6]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 31, False], None], 'and', [False, 2, [0, [0, 30, False], None], [0, 40, False], None], 'and', [False, 2, [0, [0, 39, False], None], [0, 34, False], None]]}, 'select': [False, [[0, [0, [0, 3, False], None]], [0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",70,7.960928905040327e-06
book_1,SELECT name FROM Client EXCEPT SELECT T1.name FROM Client AS T1 JOIN Orders AS T2 ON T1.idClient  =  T2.idClient,"['SELECT', 'name', 'FROM', 'Client', 'EXCEPT', 'SELECT', 'T1.name', 'FROM', 'Client', 'AS', 'T1', 'JOIN', 'Orders', 'AS', 'T2', 'ON', 'T1.idClient', '=', 'T2.idClient']","['select', 'name', 'from', 'client', 'except', 'select', 't1', '.', 'name', 'from', 'client', 'as', 't1', 'join', 'orders', 'as', 't2', 'on', 't1', '.', 'idclient', '=', 't2', '.', 'idclient']",Show all client names for clients who have not made orders.,"['Show', 'all', 'client', 'names', 'for', 'clients', 'who', 'have', 'not', 'made', 'orders', '.']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': {'from': {'table_units': [['table_unit', 0], ['table_unit', 1]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 6, False], None]]}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}}",557,8.122516605495052e-06
bakery_1,"SELECT min(price) ,  max(price) ,  food FROM goods GROUP BY food ORDER BY food","['SELECT', 'min', '(', 'price', ')', ',', 'max', '(', 'price', ')', ',', 'food', 'FROM', 'goods', 'GROUP', 'BY', 'food', 'ORDER', 'BY', 'food']","['select', 'min', '(', 'price', ')', ',', 'max', '(', 'price', ')', ',', 'food', 'from', 'goods', 'group', 'by', 'food', 'order', 'by', 'food']",Return the lowest and highest prices of goods grouped and ordered by food type.,"['Return', 'the', 'lowest', 'and', 'highest', 'prices', 'of', 'goods', 'grouped', 'and', 'ordered', 'by', 'food', 'type', '.']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[2, [0, [0, 7, False], None]], [1, [0, [0, 7, False], None]], [0, [0, [0, 6, False], None]]]], 'where': [], 'groupBy': [[0, 6, False]], 'having': [], 'orderBy': ['asc', [[0, [0, 6, False], None]]], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1559,1.721803070695111e-05
book_1,"SELECT avg(saleprice) FROM Book AS T1 JOIN Author_book AS T2 ON T1.isbn  =  T2.isbn JOIN Author AS T3 ON T2.Author  =  T3.idAuthor WHERE T3.name  =  ""George Orwell""","['SELECT', 'avg', '(', 'saleprice', ')', 'FROM', 'Book', 'AS', 'T1', 'JOIN', 'Author_book', 'AS', 'T2', 'ON', 'T1.isbn', '=', 'T2.isbn', 'JOIN', 'Author', 'AS', 'T3', 'ON', 'T2.Author', '=', 'T3.idAuthor', 'WHERE', 'T3.name', '=', '``', 'George', 'Orwell', ""''""]","['select', 'avg', '(', 'saleprice', ')', 'from', 'book', 'as', 't1', 'join', 'author_book', 'as', 't2', 'on', 't1', '.', 'isbn', '=', 't2', '.', 'isbn', 'join', 'author', 'as', 't3', 'on', 't2', '.', 'author', '=', 't3', '.', 'idauthor', 'where', 't3', '.', 'name', '=', 'value']",Give the average sale price of books authored by George Orwell.,"['Give', 'the', 'average', 'sale', 'price', 'of', 'books', 'authored', 'by', 'George', 'Orwell', '.']","{'from': {'table_units': [['table_unit', 3], ['table_unit', 4], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 11, False], None], [0, 16, False], None], 'and', [False, 2, [0, [0, 17, False], None], [0, 9, False], None]]}, 'select': [False, [[5, [0, [0, 15, False], None]]]], 'where': [[False, 2, [0, [0, 10, False], None], '""George Orwell""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",572,6.439041264700828e-06
cre_Doc_and_collections,SELECT T1.Collection_Name FROM Collections AS T1 JOIN Documents_in_Collections AS T2 ON T1.Collection_ID = T2.Collection_ID JOIN Document_Objects AS T3 ON T2.Document_object_id  =  T3.Document_object_id WHERE T3.owner  =  'Ransom',"['SELECT', 'T1.Collection_Name', 'FROM', 'Collections', 'AS', 'T1', 'JOIN', 'Documents_in_Collections', 'AS', 'T2', 'ON', 'T1.Collection_ID', '=', 'T2.Collection_ID', 'JOIN', 'Document_Objects', 'AS', 'T3', 'ON', 'T2.Document_object_id', '=', 'T3.Document_object_id', 'WHERE', 'T3.owner', '=', ""'Ransom"", ""'""]","['select', 't1', '.', 'collection_name', 'from', 'collections', 'as', 't1', 'join', 'documents_in_collections', 'as', 't2', 'on', 't1', '.', 'collection_id', '=', 't2', '.', 'collection_id', 'join', 'document_objects', 'as', 't3', 'on', 't2', '.', 'document_object_id', '=', 't3', '.', 'document_object_id', 'where', 't3', '.', 'owner', '=', 'value']",What is the collection name of a document owned by 'Ransom'?,"['What', 'is', 'the', 'collection', 'name', 'of', 'a', 'document', 'owned', 'by', ""'Ransom"", ""'"", '?']","{'from': {'table_units': [['table_unit', 3], ['table_unit', 4], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 12, False], None], [0, 17, False], None], 'and', [False, 2, [0, [0, 16, False], None], [0, 7, False], None]]}, 'select': [False, [[0, [0, [0, 14, False], None]]]], 'where': [[False, 2, [0, [0, 9, False], None], '""Ransom""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",720,5.951656600121748e-06
warehouse_1,SELECT CONTENTS FROM boxes EXCEPT SELECT T1.contents FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse  =  T2.code WHERE T2.location  =  'New York',"['SELECT', 'CONTENTS', 'FROM', 'boxes', 'EXCEPT', 'SELECT', 'T1.contents', 'FROM', 'boxes', 'AS', 'T1', 'JOIN', 'warehouses', 'AS', 'T2', 'ON', 'T1.warehouse', '=', 'T2.code', 'WHERE', 'T2.location', '=', ""'New"", 'York', ""'""]","['select', 'contents', 'from', 'boxes', 'except', 'select', 't1', '.', 'contents', 'from', 'boxes', 'as', 't1', 'join', 'warehouses', 'as', 't2', 'on', 't1', '.', 'warehouse', '=', 't2', '.', 'code', 'where', 't2', '.', 'location', '=', 'value']",Find the type of contents that are not in the warehouses located at New York.,"['Find', 'the', 'type', 'of', 'contents', 'that', 'are', 'not', 'in', 'the', 'warehouses', 'located', 'at', 'New', 'York', '.']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': {'from': {'table_units': [['table_unit', 1], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 7, False], None], [0, 1, False], None]]}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 2, False], None], '""New York""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}}",1711,8.279544411866804e-06
